;period_2;NAME;UPDATETIME;VALTODAY;VALTODAY_USD;NUMTRADES
1022;2021-October-19;futures;2021-10-19 18:44:59;543382,783295;7634,8474709600005;1374871,0
1023;2021-October-19;commodity;2021-10-19 07:00:00;nan;nan;nan
1024;2021-October-19;TOTALS;2021-10-19 23:51:18;3326014,58102;46732,4596821;4644825,0
1025;2021-October-20;stock;2021-10-20 23:51:33;2027709,59132;28572,4091812;2627572,0
1026;2021-October-20;currency;2021-10-20 23:49:59;1073501,55594;15126,6857169;492931,0
1027;2021-October-20;futures;2021-10-20 18:44:59;494938,75459;6974,170599319999;1249398,0
1028;2021-October-20;commodity;2021-10-20 07:00:00;nan;nan;nan
1029;2021-October-20;TOTALS;2021-10-20 23:51:33;3596149,90186;50673,2654973;4369901,0
1030;2021-October-21;stock;2021-10-21 23:51:33;1829932,22329;25753,5619802;2794255,0
1031;2021-October-21;currency;2021-10-21 23:49:59;1211560,57347;17050,904904799998;481902,0
1032;2021-October-21;futures;2021-10-21 18:44:59;636049,401133;8951,44501317;1476837,0
1033;2021-October-21;commodity;2021-10-21 07:00:00;nan;nan;nan
1034;2021-October-21;TOTALS;2021-10-21 23:51:33;3677542,19789;51755,9118983;4752994,0
1035;2021-October-22;stock;2021-10-22 23:51:28;2086345,56175;29389,1224975;2757622
1036;2021-October-22;currency;2021-10-22 23:49:58;1346964,43091;18973,8954973;602108
1037;2021-October-22;futures;2021-10-22 18:44:59;703073,423055;9903,78168111;1673652
1038;2021-October-22;commodity;2021-10-22 11:21:01;94,22325;1,3272674896899999;1
1039;2021-October-22;TOTALS;2021-10-22 23:51:28;4136477,63897;58268,1269434;5033383
1040;2021-October-25;stock;2021-10-25 23:51:24;2615538,78447;36910,159343800005;3106110,0
1041;2021-October-25;currency;2021-10-25 23:49:59;1340674,77724;18919,4363891;633130,0
1042;2021-October-25;futures;2021-10-25 18:44:59;588268,841721;8301,57702644;1436501,0
1043;2021-October-25;commodity;2021-10-25 11:11:00;nan;nan;nan
1044;2021-October-25;TOTALS;2021-10-25 23:51:24;4544482,40342;64131,172759400004;5175741,0
1045;2021-October-26;stock;2021-10-26 23:51:18;2293648,8236;32703,574184;2890685,0
1046;2021-October-26;currency;2021-10-26 23:49:59;1448650,44244;20655,3186012;604589,0
1047;2021-October-26;futures;2021-10-26 18:44:59;643467,613275;9174,76581818;1417057,0
1048;2021-October-26;commodity;2021-10-26 11:32:00;nan;nan;nan
1049;2021-October-26;TOTALS;2021-10-26 23:51:18;4385766,87932;62533,6586034;4912331,0
1050;2021-October-27;stock;2021-10-27 23:51:20;2191001,20131;31501,355827299998;3020168,0
1051;2021-October-27;currency;2021-10-27 23:49:59;1449175,25088;20835,6733017;559335,0
1052;2021-October-27;futures;2021-10-27 18:44:59;736681,987742;10591,7246478;1723166,0
1053;2021-October-27;commodity;2021-10-27 07:00:00;nan;nan;nan
1054;2021-October-27;TOTALS;2021-10-27 23:51:20;4376858,43994;62928,753776800004;5302669,0
1055;2021-October-28;stock;2021-10-28 23:51:25;2131222,11441;30528,7194231;3272147,0
1056;2021-October-28;currency;2021-10-28 23:49:59;1380940,1619;19781,2956508;516168,0
1057;2021-October-28;futures;2021-10-28 18:44:59;782686,993795;11211,6102156;1936629,0
1058;2021-October-28;commodity;2021-10-28 07:00:00;nan;nan;nan
1059;2021-October-28;TOTALS;2021-10-28 23:51:25;4294849,27011;61521,6252895;5724944,0
1060;2021-October-29;stock;2021-10-29 23:51:42;1933188,48962;27413,0643856;3017638,0
1061;2021-October-29;currency;2021-10-29 23:49:59;1313432,9464;18624,7860047;511165,0
1062;2021-October-29;futures;2021-10-29 18:44:59;659425,563883;9350,80854108;1669476,0
1063;2021-October-29;commodity;2021-10-29 07:00:00;nan;nan;nan
1064;2021-October-29;TOTALS;2021-10-29 23:51:42;3906046,9999;55388,6589314;5198279,0
1065;2021-November-1;stock;2021-11-01 23:51:21;1929861,47082;27366,1581228;3435378,0
1066;2021-November-1;currency;2021-11-01 23:49:59;1137130,0998;16124,9305133;546293,0
1067;2021-November-1;futures;2021-11-01 18:44:59;611330,034132;8668,88874265;1503740,0
1068;2021-November-1;commodity;2021-11-01 07:00:00;nan;nan;nan
1069;2021-November-1;TOTALS;2021-11-01 23:51:21;3678321,60475;52159,9773788;5485411,0
1070;2021-November-2;stock;2021-11-02 23:50:31;1864943,61691;26234,9231415;2816625,0
1071;2021-November-2;currency;2021-11-02 23:49:59;1110539,23819;15622,408793100001;510477,0
1072;2021-November-2;futures;2021-11-02 18:44:59;720646,051922;10137,6221849;1766627,0
1073;2021-November-2;commodity;2021-11-02 07:00:00;nan;nan;nan
1074;2021-November-2;TOTALS;2021-11-02 23:50:31;3696128,90702;51994,9541195;5093729,0
1075;2021-November-3;stock;2021-11-03 23:51:23;1906629,00113;26674,2354132;2498038,0
1076;2021-November-3;currency;2021-11-03 23:49:59;1224060,94396;17124,9308386;534560,0
1077;2021-November-3;futures;2021-11-03 18:44:59;715545,984855;10010,6743565;1666287,0
1078;2021-November-3;commodity;2021-11-03 07:00:00;nan;nan;nan
1079;2021-November-3;TOTALS;2021-11-03 23:51:23;3846235,92995;53809,8406083;4698885,0
1080;2021-November-4;stock;2021-11-04 11:15:00;26417,4831492;369,53937674800005;290,0
1081;2021-November-4;currency;2021-11-04 07:00:00;nan;nan;nan
1082;2021-November-4;futures;2021-11-04 07:00:00;nan;nan;nan
1083;2021-November-4;commodity;2021-11-04 07:00:00;nan;nan;nan
1084;2021-November-4;TOTALS;2021-11-04 11:15:00;26417,4831492;369,53937674800005;290,0
1085;2021-November-5;stock;2021-11-05 23:51:02;441780,536506;6179,82050741;2807126,0
1086;2021-November-5;currency;2021-11-05 23:49:59;129925,821528;1817,45955282;256208,0
1087;2021-November-5;futures;2021-11-05 18:44:59;774542,524501;10834,6415952;1828222,0
1088;2021-November-5;commodity;2021-11-05 07:00:00;nan;nan;nan
1089;2021-November-5;TOTALS;2021-11-05 23:51:02;1346248,88253;18831,9216554;4891556,0
1090;2021-November-8;stock;2021-11-08 23:51:40;1971199,08778;27574,0000752;3242622,0
1091;2021-November-8;currency;2021-11-08 23:49:59;1194307,32511;16706,496303;595410,0
1092;2021-November-8;futures;2021-11-08 18:44:59;583921,935166;8168,15692744;1419925,0
1093;2021-November-8;commodity;2021-11-08 11:26:00;nan;nan;nan
1094;2021-November-8;TOTALS;2021-11-08 23:51:40;3749428,34805;52448,6533056;5257957,0
1095;2021-November-9;stock;2021-11-09 23:51:31;2144924,18838;30042,006910400003;2703991,0
1096;2021-November-9;currency;2021-11-09 23:49:59;1355817,85319;18989,7104687;572265,0
1097;2021-November-9;futures;2021-11-09 18:44:59;555115,030352;7774,9925466899995;1353895,0
1098;2021-November-9;commodity;2021-11-09 11:06:00;nan;nan;nan
1099;2021-November-9;TOTALS;2021-11-09 23:51:31;4055857,07192;56806,7099258;4630151,0
1100;2021-November-10;stock;2021-11-10 23:51:35;2238624,80979;31403,1642663;2627251,0
1101;2021-November-10;currency;2021-11-10 23:49:59;1315119,48753;18448,3407474;541330,0
1102;2021-November-10;futures;2021-11-10 18:44:59;683258,609955;9584,67103151;1678994,0
1103;2021-November-10;commodity;2021-11-10 11:27:00;nan;nan;nan
1104;2021-November-10;TOTALS;2021-11-10 23:51:35;4237002,90727;59436,1760453;4847575,0
1105;2021-November-11;stock;2021-11-11 23:51:41;1493464,33685;21125,4591817;3020967,0
1106;2021-November-11;currency;2021-11-11 23:49:59;416805,962097;5895,83368126;216385,0
1107;2021-November-11;futures;2021-11-11 18:44:59;797482,366837;11280,6049485;1895826,0
1108;2021-November-11;commodity;2021-11-11 07:00:00;nan;nan;nan
1109;2021-November-11;TOTALS;2021-11-11 23:51:41;2707752,66578;38301,8978115;5133178,0
1110;2021-November-12;stock;2021-11-12 23:50:38;1876975,84569;26363,353283200002;3509123,0
1111;2021-November-12;currency;2021-11-12 23:49:59;1507425,74258;21172,7804015;652174,0
1112;2021-November-12;futures;2021-11-12 18:44:59;1053590,05661;14798,3613864;2541263,0
1113;2021-November-12;commodity;2021-11-12 07:00:00;nan;nan;nan
1114;2021-November-12;TOTALS;2021-11-12 23:50:38;4437991,64488;62334,4950711;6702560,0
1115;2021-November-15;stock;2021-11-15 23:51:43;2062284,93943;28717,9118116;3190580,0
1116;2021-November-15;currency;2021-11-15 23:49:59;1333653,09014;18571,5034318;589160,0
1117;2021-November-15;futures;2021-11-15 18:44:59;800239,774361;11143,5693627;2019480,0
1118;2021-November-15;commodity;2021-11-15 07:00:00;nan;nan;nan
1119;2021-November-15;TOTALS;2021-11-15 23:51:43;4196177,80393;58432,9846061;5799220,0
1120;2021-November-16;stock;2021-11-16 23:51:52;2051208,86248;28381,6347939;2717771,0
1121;2021-November-16;currency;2021-11-16 23:49:59;1342133,77519;18570,4885293;545848,0
1122;2021-November-16;futures;2021-11-16 18:44:59;823931,894883;11400,367151;2008469,0
1123;2021-November-16;commodity;2021-11-16 11:26:01;nan;nan;nan
1124;2021-November-16;TOTALS;2021-11-16 23:51:52;4217274,53255;58352,4904742;5272088,0
1125;2021-November-17;stock;2021-11-17 23:52:11;2088552,39804;28785,662770900002;2519067,0
1126;2021-November-17;currency;2021-11-17 23:49:58;1273610,20188;17553,648070900002;542240,0
1127;2021-November-17;futures;2021-11-17 18:44:59;729824,596393;10058,8736645;1876503,0
1128;2021-November-17;commodity;2021-11-17 11:06:00;nan;nan;nan
1129;2021-November-17;TOTALS;2021-11-17 23:52:11;4091987,19631;56398,1845063;4937810,0
1130;2021-November-18;stock;2021-11-18 23:52:06;1955924,82859;26858,6875071;2908267,0
1131;2021-November-18;currency;2021-11-18 23:49:58;1264397,78972;17362,6637498;527967,0
1132;2021-November-18;futures;2021-11-18 18:44:59;797559,51834;10952,0578492;2056813,0
1133;2021-November-18;commodity;2021-11-18 11:26:00;nan;nan;nan
1134;2021-November-18;TOTALS;2021-11-18 23:52:06;4017882,13665;55173,4091061;5493047,0
1135;2021-November-19;stock;2021-11-19 23:51:40;2021864,27284;27848,526254599998;3138669,0
1136;2021-November-19;currency;2021-11-19 23:49:58;1378318,98071;18984,5346383;571804,0
1137;2021-November-19;futures;2021-11-19 18:44:59;1037702,51818;14292,9899946;2430752,0
1138;2021-November-19;commodity;2021-11-19 07:00:00;nan;nan;nan
1139;2021-November-19;TOTALS;2021-11-19 23:51:40;4437885,77174;61126,0508874;6141225,0
1140;2021-November-22;stock;2021-11-22 23:51:40;2661504,08496;36578,3658843;4002244,0
1141;2021-November-22;currency;2021-11-22 23:49:58;1606455,58651;22078,3129932;662747,0
1142;2021-November-22;futures;2021-11-22 18:44:59;1145411,3875;15741,954730200001;2877456,0
1143;2021-November-22;commodity;2021-11-22 07:00:00;nan;nan;nan
1144;2021-November-22;TOTALS;2021-11-22 23:51:40;5413371,05897;74398,6336077;7542447,0
1145;2021-November-23;stock;2021-11-23 23:50:57;2400837,1265;32686,4195323;3720375,0
1146;2021-November-23;currency;2021-11-23 23:49:59;1587015,97138;21606,5760033;605079,0
1147;2021-November-23;futures;2021-11-23 18:44:59;1105894,08962;15056,2975609;3023155,0
1148;2021-November-23;commodity;2021-11-23 07:00:00;nan;nan;nan
1149;2021-November-23;TOTALS;2021-11-23 23:50:57;5093747,18751;69349,2930964;7348609,0
1150;2021-November-24;stock;2021-11-24 23:51:12;2592977,42695;34650,3256858;2741185,0
1151;2021-November-24;currency;2021-11-24 23:49:59;1457092,34721;19471,332014099997;496653,0
1152;2021-November-24;futures;2021-11-24 18:44:59;1072331,91311;14329,7236784;2679995,0
1153;2021-November-24;commodity;2021-11-24 07:00:00;nan;nan;nan
1154;2021-November-24;TOTALS;2021-11-24 23:51:12;5122401,68726;68451,38137819999;5917833,0
1155;2021-November-25;stock;2021-11-25 23:51:36;1753423,41042;23576,201590599998;2248174,0
1156;2021-November-25;currency;2021-11-25 23:49:58;369607,349295;4969,670944609999;125733,0
1157;2021-November-25;futures;2021-11-25 18:44:59;527712,90224;7095,52849087;1381770,0
1158;2021-November-25;commodity;2021-11-25 07:00:00;nan;nan;nan
1159;2021-November-25;TOTALS;2021-11-25 23:51:36;2650743,66195;35641,4010261;3755677,0
1160;2021-November-26;stock;2021-11-26 23:51:40;2074420,07494;27807,0905107;3259297,0
1161;2021-November-26;currency;2021-11-26 23:49:59;1723183,50991;23098,8508092;581527,0
1162;2021-November-26;futures;2021-11-26 18:44:59;1057434,09883;14174,64382;2788627,0
1163;2021-November-26;commodity;2021-11-26 07:00:00;nan;nan;nan
1164;2021-November-26;TOTALS;2021-11-26 23:51:40;4855037,68368;65080,58514;6629451,0
1165;2021-November-29;stock;2021-11-29 23:51:20;2190817,48078;28983,9362007;3073967,0
1166;2021-November-29;currency;2021-11-29 23:49:59;1589078,77184;21023,0921312;586567,0
1167;2021-November-29;futures;2021-11-29 18:44:59;986513,713995;13051,3156839;2581184,0
1168;2021-November-29;commodity;2021-11-29 07:00:00;nan;nan;nan
1169;2021-November-29;TOTALS;2021-11-29 23:51:20;4766409,96662;63058,3440158;6241718,0
1170;2021-November-30;stock;2021-11-30 23:51:48;2301126,26025;30689,1306991;2896361,0
1171;2021-November-30;currency;2021-11-30 23:49:59;1754920,23245;23404,6159528;567153,0
1172;2021-November-30;futures;2021-11-30 18:44:59;990913,182211;13215,3826957;2960411,0
1173;2021-November-30;commodity;2021-11-30 07:00:00;nan;nan;nan
1174;2021-November-30;TOTALS;2021-11-30 23:51:48;5046959,67492;67309,1293476;6423925,0
1175;2021-December-1;stock;2021-12-01 23:52:52;2078443,84441;27752,3259228;2631081,0
1176;2021-December-1;currency;2021-12-01 23:49:59;1540041,02937;20563,327076;542861,0
1177;2021-December-1;futures;2021-12-01 18:44:59;914927,887518;12216,5325749;2448985,0
1178;2021-December-1;commodity;2021-12-01 07:00:00;nan;nan;nan
1179;2021-December-1;TOTALS;2021-12-01 23:52:52;4533412,76129;60532,1855736;5622927,0
1180;2021-December-2;stock;2021-12-02 23:51:56;1962236,87197;26525,8192944;2688353,0
1181;2021-December-2;currency;2021-12-02 23:49:59;1512548,32089;20446,8604209;535980,0
1182;2021-December-2;futures;2021-12-02 18:44:59;966717,611279;13068,2370879;2683637,0
1183;2021-December-2;commodity;2021-12-02 07:00:00;nan;nan;nan
1184;2021-December-2;TOTALS;2021-12-02 23:51:56;4441502,80415;60040,9168031;5907970,0
1185;2021-December-3;stock;2021-12-03 23:53:22;1805685,65625;24380,170802200002;2442885,0
1186;2021-December-3;currency;2021-12-03 23:49:58;1388735,1268;18750,550226299998;528120,0
1187;2021-December-3;futures;2021-12-03 18:44:59;700871,460643;9463,09002444;1830965,0
1188;2021-December-3;commodity;2021-12-03 07:00:00;nan;nan;nan
1189;2021-December-3;TOTALS;2021-12-03 23:53:22;3895292,24369;52593,811053;4801970,0
1190;2021-December-6;stock;2021-12-06 23:49:58;2295710,00369;31131,394929;3027039,0
1191;2021-December-6;currency;2021-12-06 23:49:57;1478958,65382;20055,6890294;492713,0
1192;2021-December-6;futures;2021-12-06 18:44:59;768144,259945;10416,560576200001;2153085,0
1193;2021-December-6;commodity;2021-12-06 07:00:00;nan;nan;nan
1194;2021-December-6;TOTALS;2021-12-06 23:49:58;4542812,91746;61603,6445346;5672837,0
1195;2021-December-7;stock;2021-12-07 23:49:58;2384391,18088;32366,100183900002;2794828,0
1196;2021-December-7;currency;2021-12-07 23:49:59;1572010,69393;21338,719928799997;542673,0
1197;2021-December-7;futures;2021-12-07 18:44:59;785074,643412;10656,7264483;2164950,0
1198;2021-December-7;commodity;2021-12-07 07:00:00;nan;nan;nan
1199;2021-December-7;TOTALS;2021-12-07 23:49:59;4741476,51822;64361,546561;5502451,0
1200;2021-December-8;stock;2021-12-08 23:49:58;2486363,51437;33536,105583799996;3000948,0
1201;2021-December-8;currency;2021-12-08 23:49:59;1466036,54229;19773,9212258;532512,0
1202;2021-December-8;futures;2021-12-08 18:44:59;841611,786713;11351,6714578;2427281,0
1203;2021-December-8;commodity;2021-12-08 07:00:00;nan;nan;nan
1204;2021-December-8;TOTALS;2021-12-08 23:49:59;4794011,84338;64661,6982674;5960741,0
1205;2021-December-9;stock;2021-12-09 23:49:58;2126056,61992;28790,6829538;2574747,0
1206;2021-December-9;currency;2021-12-09 23:49:58;1316957,60146;17834,0070587;484520,0
1207;2021-December-9;futures;2021-12-09 18:44:59;613385,19375;8306,35387425;1793288,0
1208;2021-December-9;commodity;2021-12-09 07:00:00;nan;nan;nan
1209;2021-December-9;TOTALS;2021-12-09 23:49:58;4056399,41513;54931,0438867;4852555,0
1210;2021-December-10;stock;2021-12-10 23:49:58;2146223,71545;29160,727548900002;2401540,0
1211;2021-December-10;currency;2021-12-10 23:49:59;1460532,30664;19844,242873400002;510000,0
1212;2021-December-10;futures;2021-12-10 18:44:59;622468,598507;8457,47676634;1735475,0
1213;2021-December-10;commodity;2021-12-10 07:00:00;nan;nan;nan
1214;2021-December-10;TOTALS;2021-12-10 23:49:59;4229224,6206;57462,447188699996;4647015,0
1215;2021-December-13;stock;2021-12-13 23:50:43;2162337,86319;29377,2355638;3795000,0
1216;2021-December-13;currency;2021-12-13 23:49:59;1326942,27682;18027,6618698;540885,0
1217;2021-December-13;futures;2021-12-13 18:44:59;700774,300134;9520,626745059999;2133529,0
1218;2021-December-13;commodity;2021-12-13 07:00:00;nan;nan;nan
1219;2021-December-13;TOTALS;2021-12-13 23:50:43;4190054,44014;56925,5241787;6469414,0
1220;2021-December-14;stock;2021-12-14 23:50:38;2149056,07314;29274,425569400002;3534691,0
1221;2021-December-14;currency;2021-12-14 23:49:59;1258602,43345;17144,6728263;516671,0
1222;2021-December-14;futures;2021-12-14 18:44:59;820323,78833;11174,4444383;2790906,0
1223;2021-December-14;commodity;2021-12-14 07:00:00;nan;nan;nan
1224;2021-December-14;TOTALS;2021-12-14 23:50:38;4227982,29492;57593,542834;6842268,0
1225;2021-December-15;stock;2021-12-15 23:50:53;2092660,19048;28483,2705477;2708534,0
1226;2021-December-15;currency;2021-12-15 23:49:59;1388856,47281;18903,773697599998;507065,0
1227;2021-December-15;futures;2021-12-15 18:44:59;668475,928598;9098,649085719999;1965720,0
1228;2021-December-15;commodity;2021-12-15 07:00:00;nan;nan;nan
1229;2021-December-15;TOTALS;2021-12-15 23:50:53;4149992,59189;56485,693331;5181319,0
1230;2021-December-16;stock;2021-12-16 23:50:46;2235323,42714;30268,0184039;3277870,0
1231;2021-December-16;currency;2021-12-16 23:49:59;1286059,42994;17414,245303900003;504009,0
1232;2021-December-16;futures;2021-12-16 18:44:59;853654,611644;11559,1476303;2178298,0
1233;2021-December-16;commodity;2021-12-16 07:00:00;nan;nan;nan
1234;2021-December-16;TOTALS;2021-12-16 23:50:46;4375037,46873;59241,4113381;5960177,0
1235;2021-December-17;stock;2021-12-17 23:50:49;2189049,85333;29754,329888099997;2661266,0
1236;2021-December-17;currency;2021-12-17 23:49:59;1278534,55984;17378,288123;507235,0
1237;2021-December-17;futures;2021-12-17 20:23:09;625466,369419;8501,55726754;1675592,0
1238;2021-December-17;commodity;2021-12-17 07:00:00;nan;nan;nan
1239;2021-December-17;TOTALS;2021-12-17 23:50:49;4093050,78259;55634,1752786;4844093,0
1240;2021-December-20;stock;2021-12-20 23:50:42;2849301,69728;38643,506941;3210366,0
1241;2021-December-20;currency;2021-12-20 23:49:59;1594416,02777;21624,1849344;519727,0
1242;2021-December-20;futures;2021-12-20 18:44:59;645204,318828;8750,55021263;1772003,0
1243;2021-December-20;commodity;2021-12-20 07:00:00;nan;nan;nan
1244;2021-December-20;TOTALS;2021-12-20 23:50:42;5088922,04388;69018,242088;5502096,0
1245;2021-December-21;stock;2021-12-21 23:50:22;2322062,99405;31254,759680799998;2586678,0
1246;2021-December-21;currency;2021-12-21 23:49:59;1292584,7728;17398,075135799998;494728,0
1247;2021-December-21;futures;2021-12-21 18:44:59;607730,874127;8180,00307057;1570497,0
1248;2021-December-21;commodity;2021-12-21 07:00:00;nan;nan;nan
1249;2021-December-21;TOTALS;2021-12-21 23:50:22;4222378,64098;56832,837887199996;4651903,0
1250;2021-December-22;stock;2021-12-22 23:50:44;2107198,57242;28544,858378599998;2579963,0
1251;2021-December-22;currency;2021-12-22 23:49:59;1298487,48134;17589,771436900002;503614,0
1252;2021-December-22;futures;2021-12-22 18:44:59;514176,110604;6965,21175125;1385623,0
1253;2021-December-22;commodity;2021-12-22 07:00:00;nan;nan;nan
1254;2021-December-22;TOTALS;2021-12-22 23:50:44;3919862,16437;53099,8415668;4469200,0
1255;2021-December-23;stock;2021-12-23 23:50:38;2170233,29771;29410,9006183;2541064,0
1256;2021-December-23;currency;2021-12-23 23:49:59;1249486,81374;16932,9871316;538523,0
1257;2021-December-23;futures;2021-12-23 18:44:59;544076,591294;7373,30063645;1437659,0
1258;2021-December-23;commodity;2021-12-23 07:00:00;nan;nan;nan
1259;2021-December-23;TOTALS;2021-12-23 23:50:38;3963796,70274;53717,188386300004;4517246,0
1260;2021-December-24;stock;2021-12-24 23:50:40;1661331,32713;22646,8078885;2086913,0
1261;2021-December-24;currency;2021-12-24 23:49:59;1124452,54515;15328,2252336;440054,0
1262;2021-December-24;futures;2021-12-24 18:44:59;400039,646797;5453,2295159099995;976392,0
1263;2021-December-24;commodity;2021-12-24 07:00:00;nan;nan;nan
1264;2021-December-24;TOTALS;2021-12-24 23:50:40;3185823,51908;43428,262638;3503359,0
1265;2021-December-27;stock;2021-12-27 23:50:40;2222689,8986;30369,3457533;2924190,0
1266;2021-December-27;currency;2021-12-27 23:49:59;1166949,03908;15944,409909200001;548183,0
1267;2021-December-27;futures;2021-12-27 18:44:59;462664,462451;6321,537267430001;1109169,0
1268;2021-December-27;commodity;2021-12-27 07:00:00;nan;nan;nan
1269;2021-December-27;TOTALS;2021-12-27 23:50:40;3852303,40013;52635,2929299;4581542,0
1270;2021-December-28;stock;2021-12-28 23:50:42;2122319,25235;28980,4070622;2772149,0
1271;2021-December-28;currency;2021-12-28 23:49:59;1275352,38335;17415,0195247;515986,0
1272;2021-December-28;futures;2021-12-28 18:44:59;409837,020373;5596,3510986599995;1124467,0
1273;2021-December-28;commodity;2021-12-28 07:00:00;nan;nan;nan
1274;2021-December-28;TOTALS;2021-12-28 23:50:42;3807508,65607;51991,7776856;4412602,0
1275;2021-December-29;stock;2021-12-29 23:49:58;1810095,05154;24628,517394;2154613,0
1276;2021-December-29;currency;2021-12-29 23:49:59;1297073,34229;17648,2408173;536994,0
1277;2021-December-29;futures;2021-12-29 18:44:59;435965,213202;5931,8303905699995;1187117,0
1278;2021-December-29;commodity;2021-12-29 07:00:00;nan;nan;nan
1279;2021-December-29;TOTALS;2021-12-29 23:49:59;3543133,60703;48208,5886019;3878724,0
1280;2021-December-30;stock;2021-12-30 23:50:41;1409630,81117;19139,2262899;2590085,0
1281;2021-December-30;currency;2021-12-30 23:49:58;1480206,86995;20097,470923200002;559918,0
1282;2021-December-30;futures;2021-12-30 18:44:59;499187,837423;6777,71009679;1172293,0
1283;2021-December-30;commodity;2021-12-30 07:00:00;nan;nan;nan
1284;2021-December-30;TOTALS;2021-12-30 23:50:41;3389025,51854;46014,4073099;4322296,0
1285;2022-January-3;stock;2022-01-03 23:50:41;331015,454929;4455,56428136;2739302,0
1286;2022-January-3;currency;2022-01-03 23:49:59;84551,516284;1138,08799644;163743,0
1287;2022-January-3;futures;2022-01-03 18:44:59;420146,223348;5655,29034316;1145210,0
1288;2022-January-3;commodity;2022-01-03 07:00:00;nan;nan;nan
1289;2022-January-3;TOTALS;2022-01-03 23:50:41;835713,194561;11248,9426209;4048255,0
1290;2022-January-4;stock;2022-01-04 23:50:47;312140,446743;4201,5011824;2322134,0
1291;2022-January-4;currency;2022-01-04 23:49:59;113714,784795;1530,63407116;161642,0
1292;2022-January-4;futures;2022-01-04 18:44:59;478557,846108;6441,527771380001;1331287,0
1293;2022-January-4;commodity;2022-01-04 07:00:00;nan;nan;nan
1294;2022-January-4;TOTALS;2022-01-04 23:50:47;904413,077646;12173,663024899999;3815063,0
1295;2022-January-5;stock;2022-01-05 23:50:53;330311,854336;4446,09361276;2665565,0
1296;2022-January-5;currency;2022-01-05 23:49:59;162584,93137;2188,44045531;190411,0
1297;2022-January-5;futures;2022-01-05 18:44:59;456953,73275;6150,730123189999;1235027,0
1298;2022-January-5;commodity;2022-01-05 07:00:00;nan;nan;nan
1299;2022-January-5;TOTALS;2022-01-05 23:50:53;949850,518456;12785,264191299999;4091003,0
1300;2022-January-6;stock;2022-01-06 23:50:31;353554,113564;4758,94118074;2609017,0
1301;2022-January-6;currency;2022-01-06 23:49:59;240900,328824;3242,58847885;214495,0
1302;2022-January-6;futures;2022-01-06 18:44:59;896202,390201;12063,144784299999;2489690,0
1303;2022-January-6;commodity;2022-01-06 07:00:00;nan;nan;nan
1304;2022-January-6;TOTALS;2022-01-06 23:50:31;1490656,83259;20064,674443900003;5313202,0
1305;2022-January-7;stock;2022-01-07 23:50:23;10852,0060488;146,07115713800002;35450,0
1306;2022-January-7;currency;2022-01-07 23:49:59;130631,19615;1758,33388722;111948,0
1307;2022-January-7;futures;2022-01-07 18:44:59;380596,90232;5122,94498133;1010998,0
1308;2022-January-7;commodity;2022-01-07 07:00:00;nan;nan;nan
1309;2022-January-7;TOTALS;2022-01-07 23:50:23;522080,104519;7027,35002569;1158396,0
1310;2022-January-10;stock;2022-01-10 23:50:40;2676804,86606;36030,571901699994;3295929,0
1311;2022-January-10;currency;2022-01-10 23:49:59;1428794,28376;19231,9865473;609613,0
1312;2022-January-10;futures;2022-01-10 18:44:59;533369,233202;7179,304980600001;1400245,0
1313;2022-January-10;commodity;2022-01-10 07:00:00;nan;nan;nan
1314;2022-January-10;TOTALS;2022-01-10 23:50:40;4638968,38303;62441,8634296;5305787,0
1315;2022-January-11;stock;2022-01-11 23:50:46;2413399,00621;32122,332260299998;2596947,0
1316;2022-January-11;currency;2022-01-11 23:49:59;1518121,58977;20206,193005099998;536773,0
1317;2022-January-11;futures;2022-01-11 18:44:59;572421,546857;7618,92876965;1541973,0
1318;2022-January-11;commodity;2022-01-11 07:00:00;nan;nan;nan
1319;2022-January-11;TOTALS;2022-01-11 23:50:46;4503942,14284;59947,454035099996;4675693,0
1320;2022-January-12;stock;2022-01-12 23:50:42;2308051,05623;30841,6601243;2875540,0
1321;2022-January-12;currency;2022-01-12 23:49:59;1790124,89359;23920,7981985;523394,0
1322;2022-January-12;futures;2022-01-12 18:44:59;608048,393397;8125,1330370900005;1624023,0
1323;2022-January-12;commodity;2022-01-12 07:00:00;nan;nan;nan
1324;2022-January-12;TOTALS;2022-01-12 23:50:42;4706224,34322;62887,591359900005;5022957,0
1325;2022-January-13;stock;2022-01-13 23:50:52;2295577,55506;30801,669111799998;3697759,0
1326;2022-January-13;currency;2022-01-13 23:49:59;1862376,855;24989,0558142;614022,0
1327;2022-January-13;futures;2022-01-13 18:44:59;903668,051868;12125,2641886;2430511,0
1328;2022-January-13;commodity;2022-01-13 07:00:00;nan;nan;nan
1329;2022-January-13;TOTALS;2022-01-13 23:50:52;5061622,46193;67915,9891145;6742292,0
1330;2022-January-14;stock;2022-01-14 23:50:27;2111944,24631;28322,1657147;4786073,0
1331;2022-January-14;currency;2022-01-14 23:49:59;1820032,80698;24407,4960101;637189,0
1332;2022-January-14;futures;2022-01-14 18:44:59;1165015,08158;15623,4002191;3420451,0
1333;2022-January-14;commodity;2022-01-14 07:00:00;nan;nan;nan
1334;2022-January-14;TOTALS;2022-01-14 23:50:27;5096992,13487;68353,0619439;8843713,0
1335;2022-January-17;stock;2022-01-17 23:50:45;2125603,40791;28054,5490625;3865576,0
1336;2022-January-17;currency;2022-01-17 23:49:59;702734,76749;9274,96961057;225959,0
