;period_2;NAME;UPDATETIME;VALTODAY;VALTODAY_USD;NUMTRADES
2172;2022-August-19;agro;2022-08-19 11:51:51;2,484;0,0414296912787;1,0
2173;2022-August-19;otc;2022-08-19 23:50:03;875,806566;14,6072446253;18,0
2174;2022-August-19;TOTALS;2022-08-19 23:50:20;2805066,51864;46784,6376344;3256219,0
2175;2022-August-22;stock;2022-08-22 23:50:23;1992329,13793;33692,8527471;2199833,0
2176;2022-August-22;currency;2022-08-22 20:59:33;837406,043324;14161,6151519;408589,0
2177;2022-August-22;futures;2022-08-22 18:49:59;226917,4265;3837,46605482;1190424,0
2178;2022-August-22;commodity;2022-08-22 07:00:00;nan;nan;nan
2179;2022-August-22;agro;2022-08-22 11:29:38;3,69;0,0624026543958;2,0
2180;2022-August-22;otc;2022-08-22 23:50:01;4118,9457;69,6566788597;11,0
2181;2022-August-22;TOTALS;2022-08-22 23:50:23;3060775,24345;51761,653035300005;3798859,0
2182;2022-August-23;stock;2022-08-23 23:50:22;2094796,31037;35064,105935199994;2061106,0
2183;2022-August-23;currency;2022-08-23 19:27:55;880522,513418;14738,776527299999;388294,0
2184;2022-August-23;futures;2022-08-23 18:49:59;172415,26766;2886,0024147199997;975281,0
2185;2022-August-23;commodity;2022-08-23 07:00:00;nan;nan;nan
2186;2022-August-23;agro;2022-08-23 12:27:00;123,4136;2,0657796287;13,0
2187;2022-August-23;otc;2022-08-23 23:50:02;2751,777384;46,0610958808;10,0
2188;2022-August-23;TOTALS;2022-08-23 23:50:22;3150609,28243;52737,011752800005;3424704,0
2189;2022-August-24;stock;2022-08-24 23:50:43;1721050,87859;28733,8429684;1882494,0
2190;2022-August-24;currency;2022-08-24 19:27:29;950521,249957;15869,4485295;358445,0
2191;2022-August-24;futures;2022-08-24 18:49:59;142523,556945;2379,5051938899996;780791,0
2192;2022-August-24;commodity;2022-08-24 07:00:00;nan;nan;nan
2193;2022-August-24;agro;2022-08-24 12:28:00;3,54;0,0591021482128;2,0
2194;2022-August-24;otc;2022-08-24 23:50:01;1386,26746;23,144459006599998;19,0
2195;2022-August-24;TOTALS;2022-08-24 23:50:43;2815485,49295;47006,000253;3021751,0
2196;2022-August-25;stock;2022-08-25 23:50:41;1819626,48686;30328,422346;1953065,0
2197;2022-August-25;currency;2022-08-25 19:41:28;955221,259824;15921,044242299999;362137,0
2198;2022-August-25;futures;2022-08-25 18:49:59;216304,570529;3605,2324022199996;1045252,0
2199;2022-August-25;commodity;2022-08-25 07:00:00;nan;nan;nan
2200;2022-August-25;agro;2022-08-25 12:28:00;8,134;0,13557254147699999;4,0
2201;2022-August-25;otc;2022-08-25 23:50:02;578,720833;9,645765199829999;8,0
2202;2022-August-25;TOTALS;2022-08-25 23:50:41;2991739,17205;49864,4803283;3360466,0
2203;2022-August-26;stock;2022-08-26 23:50:23;1730488,97333;28952,5157868;1807228,0
2204;2022-August-26;currency;2022-08-26 21:02:48;951507,51729;15919,5099421;340579,0
2205;2022-August-26;futures;2022-08-26 18:49:59;172788,30452;2890,89164479;920665,0
2206;2022-August-26;commodity;2022-08-26 07:00:00;nan;nan;nan
2207;2022-August-26;agro;2022-08-26 13:25:00;184,98825;3,09500685127;18,0
2208;2022-August-26;otc;2022-08-26 23:50:02;14,802161;0,247652430404;11,0
2209;2022-August-26;TOTALS;2022-08-26 23:50:23;2854984,58555;47766,260033;3068501,0
2210;2022-August-29;stock;2022-08-29 23:50:22;2069168,9809;34433,122672800004;2294106,0
2211;2022-August-29;currency;2022-08-29 21:11:15;830238,355004;13816,0292317;343002,0
2212;2022-August-29;futures;2022-08-29 18:49:59;160545,774933;2671,64857674;895501,0
2213;2022-August-29;commodity;2022-08-29 07:00:00;nan;nan;nan
2214;2022-August-29;agro;2022-08-29 13:25:00;120,125;1,9990048658400001;15,0
2215;2022-August-29;otc;2022-08-29 23:50:01;504,8267;8,40084103813;6,0
2216;2022-August-29;TOTALS;2022-08-29 23:50:22;3060578,06254;50931,2003272;3532630,0
2217;2022-August-30;stock;2022-08-30 23:50:25;2197589,58731;36405,8735282;2378751,0
2218;2022-August-30;currency;2022-08-30 21:27:39;908072,89164;15043,385279200002;348858,0
2219;2022-August-30;futures;2022-08-30 18:49:59;189406,327639;3137,75731797;1028876,0
2220;2022-August-30;commodity;2022-08-30 07:00:00;nan;nan;nan
2221;2022-August-30;agro;2022-08-30 13:05:00;58,286;0,965581906977;9,0
2222;2022-August-30;otc;2022-08-30 23:50:03;1233,02933;20,4267030131;29,0
2223;2022-August-30;TOTALS;2022-08-30 23:50:25;3296360,12192;54608,408410300006;3756523,0
2224;2022-August-31;stock;2022-08-31 23:50:43;2082595,45311;34498,5058749;2748387,0
2225;2022-August-31;currency;2022-08-31 21:01:12;946566,334131;15680,0132212;369206,0
2226;2022-August-31;futures;2022-08-31 18:49:59;246049,094347;4075,8401321700003;1396314,0
2227;2022-August-31;commodity;2022-08-31 07:00:00;nan;nan;nan
2228;2022-August-31;agro;2022-08-31 13:55:00;176,334;2,92099914358;10,0
2229;2022-August-31;otc;2022-08-31 23:50:03;5,052013;0,0836873526737;9,0
2230;2022-August-31;TOTALS;2022-08-31 23:50:43;3275392,2676;54257,3639148;4513926,0
2231;2022-September-1;stock;2022-09-01 23:50:37;1848021,79666;30678,3656437;2417492,0
2232;2022-September-1;currency;2022-09-01 21:03:34;915035,248105;15190,181181299999;348377,0
2233;2022-September-1;futures;2022-09-01 18:49:59;166293,23932;2760,57609772;984139,0
2234;2022-September-1;commodity;2022-09-01 07:00:00;nan;nan;nan
2235;2022-September-1;agro;2022-09-01 13:10:00;167,82725;2,78604167428;13,0
2236;2022-September-1;otc;2022-09-01 23:50:01;634,170984;10,527651439400001;11,0
2237;2022-September-1;TOTALS;2022-09-01 23:50:37;2930152,28232;48642,4366157;3750032,0
2238;2022-September-2;stock;2022-09-02 23:50:38;1754304,9755;29123,378911599997;2663148,0
2239;2022-September-2;currency;2022-09-02 21:07:47;877048,610365;14559,964977799998;343984,0
2240;2022-September-2;futures;2022-09-02 18:49:59;152496,581934;2531,60984003;932409,0
2241;2022-September-2;commodity;2022-09-02 07:00:00;nan;nan;nan
2242;2022-September-2;agro;2022-09-02 13:05:00;213,178;3,53898766539;16,0
2243;2022-September-2;otc;2022-09-02 23:50:01;6868,474389;114,024177648;27,0
2244;2022-September-2;TOTALS;2022-09-02 23:50:38;2790931,82019;46332,5168947;3939584,0
2245;2022-September-5;stock;2022-09-05 23:50:43;1996246,72859;33066,1544242;2806096,0
2246;2022-September-5;currency;2022-09-05 20:55:16;650163,007935;10769,4054615;168076,0
2247;2022-September-5;futures;2022-09-05 18:49:59;220091,553188;3645,63216608;1228428,0
2248;2022-September-5;commodity;2022-09-05 07:00:00;nan;nan;nan
2249;2022-September-5;agro;2022-09-05 13:05:00;222,98785;3,69360689599;26,0
2250;2022-September-5;otc;2022-09-05 23:50:02;14,166872;0,234662364402;3,0
2251;2022-September-5;TOTALS;2022-09-05 23:50:43;2866738,44444;47485,120321;4202629,0
2252;2022-September-6;stock;2022-09-06 23:50:22;2156626,60049;35410,6690523;3225791,0
2253;2022-September-6;currency;2022-09-06 21:03:07;936791,040836;15381,613817899999;342297,0
2254;2022-September-6;futures;2022-09-06 18:49:59;165509,117431;2717,57224044;1021468,0
2255;2022-September-6;commodity;2022-09-06 07:00:00;nan;nan;nan
2256;2022-September-6;agro;2022-09-06 13:06:00;122,063;2,0042099525;15,0
2257;2022-September-6;otc;2022-09-06 23:50:01;1460,070665;23,9735887054;21,0
2258;2022-September-6;TOTALS;2022-09-06 23:50:22;3260508,89242;53535,83290930001;4589592,0
2259;2022-September-7;stock;2022-09-07 23:50:24;1435910,87256;23595,8430707;2267686,0
2260;2022-September-7;currency;2022-09-07 21:00:10;837049,139959;13754,9485322;333647,0
2261;2022-September-7;futures;2022-09-07 18:49:59;172709,022018;2838,06958935;1027334,0
2262;2022-September-7;commodity;2022-09-07 07:00:00;nan;nan;nan
2263;2022-September-7;agro;2022-09-07 13:09:53;166,8052;2,7410540569000004;22,0
2264;2022-September-7;otc;2022-09-07 23:50:01;414,311266;6,80823845112;17,0
2265;2022-September-7;TOTALS;2022-09-07 23:50:24;2446250,151;40198,410484800006;3628706,0
2266;2022-September-8;stock;2022-09-08 23:50:23;1354318,73218;22136,1186927;2181899,0
2267;2022-September-8;currency;2022-09-08 22:14:47;846128,699182;13829,8355249;333062,0
2268;2022-September-8;futures;2022-09-08 18:49:59;165362,693981;2702,8262508000003;938248,0
2269;2022-September-8;commodity;2022-09-08 07:00:00;nan;nan;nan
2270;2022-September-8;agro;2022-09-08 13:35:27;136,3486;2,22859561893;15,0
2271;2022-September-8;otc;2022-09-08 23:50:02;1283,73113;20,9823758528;21,0
2272;2022-September-8;TOTALS;2022-09-08 23:50:23;2367230,20508;38691,991439800004;3453245,0
2273;2022-September-9;stock;2022-09-09 23:50:30;1594286,6995;26221,389442599997;2026726,0
2274;2022-September-9;currency;2022-09-09 21:03:03;792095,296621;13027,668897200001;334734,0
2275;2022-September-9;futures;2022-09-09 18:49:59;152712,635327;2511,67966525;784547,0
2276;2022-September-9;commodity;2022-09-09 07:00:00;nan;nan;nan
2277;2022-September-9;agro;2022-09-09 13:40:21;366,572625;6,02905585434;27,0
2278;2022-September-9;otc;2022-09-09 23:50:02;513,482012;8,44528892617;43,0
2279;2022-September-9;TOTALS;2022-09-09 23:50:30;2539974,68609;41775,2123499;3146077,0
2280;2022-September-12;stock;2022-09-12 23:50:27;1826897,58119;30211,835057400003;2772402,0
2281;2022-September-12;currency;2022-09-12 21:24:20;560562,753339;9270,158118110001;360266,0
2282;2022-September-12;futures;2022-09-12 18:49:59;155316,268372;2568,50166649;906979,0
2283;2022-September-12;commodity;2022-09-12 07:00:00;nan;nan;nan
2284;2022-September-12;agro;2022-09-12 13:34:28;419,857675;6,94328513832;28,0
2285;2022-September-12;otc;2022-09-12 23:50:02;470,079736;7,77381917526;22,0
2286;2022-September-12;TOTALS;2022-09-12 23:50:27;2543666,54031;42065,2119464;4039697,0
2287;2022-September-13;stock;2022-09-13 23:50:28;1736758,95778;28727,2723297;2238347,0
2288;2022-September-13;currency;2022-09-13 21:02:06;820012,832762;13563,6162146;387083,0
2289;2022-September-13;futures;2022-09-13 18:49:59;197150,05788;3261,00716346;1084422,0
2290;2022-September-13;commodity;2022-09-13 07:00:00;nan;nan;nan
2291;2022-September-13;agro;2022-09-13 13:52:43;359,1736;5,94099588466;47,0
2292;2022-September-13;otc;2022-09-13 23:50:03;2093,905514;34,6347394172;23,0
2293;2022-September-13;TOTALS;2022-09-13 23:50:28;2756374,92754;45592,471443099996;3709922,0
2294;2022-September-14;stock;2022-09-14 23:50:27;1551265,50027;25825,328467799998;2345997,0
2295;2022-September-14;currency;2022-09-14 21:03:23;883800,909639;14713,4380205;372353,0
2296;2022-September-14;futures;2022-09-14 18:49:59;189532,324114;3155,3170779899997;1080292,0
2297;2022-September-14;commodity;2022-09-14 07:00:00;nan;nan;nan
2298;2022-September-14;agro;2022-09-14 13:09:00;450,91225;7,50674656554;55,0
2299;2022-September-14;otc;2022-09-14 23:50:04;374,730644;6,23848204356;16,0
2300;2022-September-14;TOTALS;2022-09-14 23:50:27;2625424,37692;43707,8287948;3798713,0
2301;2022-September-15;stock;2022-09-15 23:50:27;1563261,90861;26152,39303;2377520,0
2302;2022-September-15;currency;2022-09-15 21:01:58;895298,922378;14977,7904575;373255,0
2303;2022-September-15;futures;2022-09-15 18:49:59;252456,492477;4223,43906538;1248491,0
2304;2022-September-15;commodity;2022-09-15 07:00:00;nan;nan;nan
2305;2022-September-15;agro;2022-09-15 13:57:00;605,564;10,1307065986;51,0
2306;2022-September-15;otc;2022-09-15 23:50:02;997,981903;16,6956124373;25,0
2307;2022-September-15;TOTALS;2022-09-15 23:50:27;2712620,86936;45380,4488719;3999342,0
2308;2022-September-16;stock;2022-09-16 23:50:27;1700858,89015;28506,1900965;2491415,0
2309;2022-September-16;currency;2022-09-16 21:24:34;871900,337451;14612,9446178;352102,0
2310;2022-September-16;futures;2022-09-16 18:49:59;190225,236938;3188,1520546399997;1004421,0
2311;2022-September-16;commodity;2022-09-16 07:00:00;nan;nan;nan
2312;2022-September-16;agro;2022-09-16 13:52:00;572,903275;9,60178987133;48,0
2313;2022-September-16;otc;2022-09-16 23:50:03;11173,13942;187,260470651;21,0
2314;2022-September-16;TOTALS;2022-09-16 23:50:27;2774730,50724;46504,1490295;3848007,0
2315;2022-September-19;stock;2022-09-19 23:50:27;2500859,57082;41659,052412699995;2604863,0
2316;2022-September-19;currency;2022-09-19 21:04:20;835298,572668;13914,314672100001;372083,0
2317;2022-September-19;futures;2022-09-19 18:49:59;141574,730374;2358,33678219;777066,0
2318;2022-September-19;commodity;2022-09-19 07:00:00;nan;nan;nan
2319;2022-September-19;agro;2022-09-19 14:00:00;566,9725;9,44456752777;40,0
2320;2022-September-19;otc;2022-09-19 23:50:02;276,830946;4,61142041858;11,0
2321;2022-September-19;TOTALS;2022-09-19 23:50:27;3478576,6773;57945,7598549;3754063,0
2322;2022-September-20;stock;2022-09-20 23:50:30;2603954,04076;43279,3502125;5430561,0
2323;2022-September-20;currency;2022-09-20 21:04:07;815380,274662;13552,131839200001;394086,0
2324;2022-September-20;futures;2022-09-20 18:49:59;280439,920824;4661,0874681099995;1468474,0
2325;2022-September-20;commodity;2022-09-20 07:00:00;nan;nan;nan
2326;2022-September-20;agro;2022-09-20 13:52:00;548,916675;9,12333959931;45,0
2327;2022-September-20;otc;2022-09-20 23:50:03;1630,855231;27,105837347199998;22,0
2328;2022-September-20;TOTALS;2022-09-20 23:50:30;3701954,00815;61528,798696800004;7293188,0
2329;2022-September-21;stock;2022-09-21 23:50:28;1949909,80021;32489,9409857;3831041,0
2330;2022-September-21;currency;2022-09-21 21:22:18;904396,230322;15069,3022558;455914,0
2331;2022-September-21;futures;2022-09-21 18:49:59;314082,352732;5233,32776922;1860035,0
2332;2022-September-21;commodity;2022-09-21 07:00:00;nan;nan;nan
2333;2022-September-21;agro;2022-09-21 14:27:00;544,4352;9,07153116346;46,0
2334;2022-September-21;otc;2022-09-21 23:50:02;1529,290326;25,4814619817;12,0
2335;2022-September-21;TOTALS;2022-09-21 23:50:28;3170462,10879;52827,124003900004;6147048,0
2336;2022-September-22;stock;2022-09-22 23:50:31;1874850,30738;30801,6512215;3053430,0
2337;2022-September-22;currency;2022-09-22 21:02:36;931710,013121;15306,9323726;498462,0
2338;2022-September-22;futures;2022-09-22 18:49:59;222294,254369;3652,04094678;1305230,0
2339;2022-September-22;commodity;2022-09-22 07:00:00;nan;nan;nan
2340;2022-September-22;agro;2022-09-22 13:47:00;626,570825;10,293843695800001;56,0
2341;2022-September-22;otc;2022-09-22 23:50:02;1009,86102;16,5908642401;16,0
2342;2022-September-22;TOTALS;2022-09-22 23:50:31;3030491,00671;49787,5092488;4857194,0
2343;2022-September-23;stock;2022-09-23 23:50:28;1709760,58889;28576,1181995;3164770,0
2344;2022-September-23;currency;2022-09-23 21:03:06;1055917,06268;17648,091193700002;582897,0
2345;2022-September-23;futures;2022-09-23 18:49:59;289325,703558;4835,65100094;1585766,0
2346;2022-September-23;commodity;2022-09-23 07:00:00;nan;nan;nan
2347;2022-September-23;agro;2022-09-23 13:47:00;514,164;8,59349041814;51,0
2348;2022-September-23;otc;2022-09-23 23:50:02;6618,170826;110,612932019;24,0
2349;2022-September-23;TOTALS;2022-09-23 23:50:28;3062135,68996;51179,066816599996;5333508,0
2350;2022-September-26;stock;2022-09-26 23:50:30;2088769,40146;35950,90931;4673073,0
2351;2022-September-26;currency;2022-09-26 21:08:18;866268,070221;14909,7955997;487581,0
2352;2022-September-26;futures;2022-09-26 18:49:59;209296,824116;3602,31777496;1410386,0
2353;2022-September-26;commodity;2022-09-26 07:00:00;nan;nan;nan
2354;2022-September-26;agro;2022-09-26 13:54:30;509,89875;8,77613570256;56,0
2355;2022-September-26;otc;2022-09-26 23:50:03;5914,331242;101,794667215;25,0
2356;2022-September-26;TOTALS;2022-09-26 23:50:30;3170758,52578;54573,593487599996;6571121,0
2357;2022-September-27;stock;2022-09-27 23:50:30;2143622,70911;36959,6494613;3001442,0
2358;2022-September-27;currency;2022-09-27 21:10:25;904156,098628;15589,1670309;424314,0
2359;2022-September-27;futures;2022-09-27 18:49:59;169213,75442;2917,5288266999996;1155394,0
2360;2022-September-27;commodity;2022-09-27 07:00:00;nan;nan;nan
2361;2022-September-27;agro;2022-09-27 13:47:00;515,0106;8,8796462008;60,0
2362;2022-September-27;otc;2022-09-27 23:50:02;994,91622;17,1540236901;27,0
2363;2022-September-27;TOTALS;2022-09-27 23:50:30;3218502,48898;55492,3789889;4581237,0
2364;2022-September-28;stock;2022-09-28 23:50:28;1730917,21387;29753,3194994;2607703,0
2365;2022-September-28;currency;2022-09-28 21:05:28;1038400,53811;17849,4169052;423734,0
2366;2022-September-28;futures;2022-09-28 18:49:59;208551,851105;3584,8680736399997;1299722,0
2367;2022-September-28;commodity;2022-09-28 07:00:00;nan;nan;nan
2368;2022-September-28;agro;2022-09-28 13:37:00;579,368775;9,95896518472;64,0
2369;2022-September-28;otc;2022-09-28 23:50:02;510,278949;8,7713568747;39,0
2370;2022-September-28;TOTALS;2022-09-28 23:50:28;2978959,25081;51206,33480030001;4331262,0
2371;2022-September-29;stock;2022-09-29 23:50:30;1760714,53087;30124,2038866;2769894,0
2372;2022-September-29;currency;2022-09-29 21:07:32;1027150,98728;17573,6073171;507805,0
2373;2022-September-29;futures;2022-09-29 18:49:59;232885,925502;3984,4636817399996;1427010,0
2374;2022-September-29;commodity;2022-09-29 07:00:00;nan;nan;nan
2375;2022-September-29;agro;2022-09-29 14:03:00;671,1949;11,4835265233;59,0
2376;2022-September-29;otc;2022-09-29 23:50:03;228,631466;3,9116737983;17,0
2377;2022-September-29;TOTALS;2022-09-29 23:50:30;3021651,27001;51697,670085800004;4704785,0
2378;2022-September-30;stock;2022-09-30 23:50:28;1773048,14509;30882,3462472;3607190,0
2379;2022-September-30;currency;2022-09-30 21:03:32;850419,545814;14812,316824;662212,0
2380;2022-September-30;futures;2022-09-30 18:49:59;404490,185761;7045,27172872;2599187,0
2381;2022-September-30;commodity;2022-09-30 07:00:00;nan;nan;nan
2382;2022-September-30;agro;2022-09-30 14:03:00;578,89445;10,0829855608;41,0
2383;2022-September-30;otc;2022-09-30 23:50:03;512,302652;8,92311239615;8,0
2384;2022-September-30;TOTALS;2022-09-30 23:50:28;3029049,07377;52758,94089780001;6868638,0
2385;2022-October-3;stock;2022-10-03 23:50:28;2237326,88867;40458,9418679;3130549,0
2386;2022-October-3;currency;2022-10-03 21:13:30;511322,140839;9246,549029889999;422462,0
2387;2022-October-3;futures;2022-10-03 18:49:59;220290,781196;3983,65207855;1355273,0
2388;2022-October-3;commodity;2022-10-03 07:00:00;nan;nan;nan
2389;2022-October-3;agro;2022-10-03 14:02:00;546,281225;9,87873539523;44,0
2390;2022-October-3;otc;2022-10-03 23:50:02;0,568444;0,010279518324999999;4,0
2391;2022-October-3;TOTALS;2022-10-03 23:50:28;2969486,66038;53699,031991300006;4908332,0
2392;2022-October-4;stock;2022-10-04 23:50:29;2202212,54956;38255,1722803;2533351,0
2393;2022-October-4;currency;2022-10-04 21:06:06;503803,440101;8751,6926558;318252,0
2394;2022-October-4;futures;2022-10-04 18:49:59;170470,000047;2961,27602294;1124573,0
2395;2022-October-4;commodity;2022-10-04 07:00:00;nan;nan;nan
2396;2022-October-4;agro;2022-10-04 14:02:00;648,659925;11,268030048800002;58,0
2397;2022-October-4;otc;2022-10-04 23:50:03;3382,690078;58,761535861199995;16,0
2398;2022-October-4;TOTALS;2022-10-04 23:50:29;2880517,33971;50038,170525;3976250,0
2399;2022-October-5;stock;2022-10-05 23:50:31;1969089,6756;33492,8752315;2767343,0
2400;2022-October-5;currency;2022-10-05 21:52:43;534909,314969;9098,44339161;330485,0
2401;2022-October-5;futures;2022-10-05 18:49:59;195067,856036;3317,97146918;1266548,0
2402;2022-October-5;commodity;2022-10-05 07:00:00;nan;nan;nan
2403;2022-October-5;agro;2022-10-05 14:02:00;544,906875;9,26849508346;44,0
2404;2022-October-5;otc;2022-10-05 23:50:02;7,222413;0,1228483296;6,0
2405;2022-October-5;TOTALS;2022-10-05 23:50:31;2699618,97589;45918,6814357;4364426,0
2406;2022-October-6;stock;2022-10-06 23:50:27;2103160,99119;35404,187764099996;2172683,0
2407;2022-October-6;currency;2022-10-06 21:05:24;549803,412194;9255,27970524;331133,0
2408;2022-October-6;futures;2022-10-06 18:49:59;158065,427462;2660,84151252;971819,0
2409;2022-October-6;commodity;2022-10-06 07:00:00;nan;nan;nan
2410;2022-October-6;agro;2022-10-06 13:52:00;600,6997;10,1120575447;54,0
2411;2022-October-6;otc;2022-10-06 23:50:02;679,717949;11,4422348046;7,0
2412;2022-October-6;TOTALS;2022-10-06 23:50:27;2812310,2485;47341,8632742;3475696,0
2413;2022-October-7;stock;2022-10-07 23:50:29;1906231,9071;31636,918532400003;2600614,0
2414;2022-October-7;currency;2022-10-07 21:04:40;603623,9455;10018,0893609;353176,0
2415;2022-October-7;futures;2022-10-07 18:49:59;205656,370872;3413,1911373000003;1197064,0
2416;2022-October-7;commodity;2022-10-07 07:00:00;nan;nan;nan
2417;2022-October-7;agro;2022-10-07 14:03:00;511,348075;8,48662606591;44,0
2418;2022-October-7;otc;2022-10-07 23:50:01;351,806794;5,83878742112;10,0
2419;2022-October-7;TOTALS;2022-10-07 23:50:29;2716375,37834;45082,524444099996;4150908,0
2420;2022-October-10;stock;2022-10-10 23:49:58;2609346,75205165;42603,31853629372;3089737,0
2421;2022-October-10;currency;2022-10-10 21:02:20;681071,245649;11119,984418123187;218979,0
2422;2022-October-10;futures;2022-10-10 18:49:59;206307,988709;3368,43118019511;1471757,0
2423;2022-October-10;commodity;2022-10-10 07:00:00;nan;nan;nan
2424;2022-October-10;agro;2022-10-10 14:02:00;589,795325;9,629704477733785;55,0
2425;2022-October-10;otc;2022-10-10 13:55:38;5,63477;0,092;1,0
2426;2022-October-10;TOTALS;2022-10-10 23:49:58;3497321,41650465;57101,45583908976;4780529,0
2427;2022-October-11;stock;2022-10-11 23:49:58;2477209,02552183;39754,54443438132;2391028,0
2428;2022-October-11;currency;2022-10-11 23:20:02;998356,600947;16021,745216007677;383444,0
2429;2022-October-11;futures;2022-10-11 18:49:59;216279,535762;3470,8796577578205;1330564,0
2430;2022-October-11;commodity;2022-10-11 07:00:00;nan;nan;nan
2431;2022-October-11;agro;2022-10-11 13:58:00;631,75045;10,138406197141508;61,0
2432;2022-October-11;otc;2022-10-11 17:10:45;40,360058;0,6477030006772305;3,0
2433;2022-October-11;TOTALS;2022-10-11 23:49:58;3692517,27273883;59257,955417344645;4105100,0
2434;2022-October-12;stock;2022-10-12 23:49:58;2144461,68946762;33673,47668908391;2100130,0
2435;2022-October-12;currency;2022-10-12 21:07:48;978314,378601;15362,012100386282;398424,0
2436;2022-October-12;futures;2022-10-12 18:49:59;196501,465183;3085,5703973211484;1212545,0
2437;2022-October-12;commodity;2022-10-12 07:00:00;nan;nan;nan
2438;2022-October-12;agro;2022-10-12 14:08:00;530,15055;8,324705577539099;42,0
2439;2022-October-12;otc;2022-10-12 18:58:28;1536,803795;24,131709613089633;16,0
2440;2022-October-12;TOTALS;2022-10-12 23:49:58;3321344,4875966203;52153,51560198197;3711157,0
2441;2022-October-13;stock;2022-10-13 23:49:58;2235910,79461616;35069,864822175834;2192392,0
2442;2022-October-13;currency;2022-10-13 21:11:59;803377,901947;12600,840109652598;363587,0
2443;2022-October-13;futures;2022-10-13 18:49:59;181190,063618;2841,9340581499127;1084426,0
2444;2022-October-13;commodity;2022-10-13 07:00:00;nan;nan;nan
2445;2022-October-13;agro;2022-10-13 14:02:00;536,66035;8,41742254442334;48,0
2446;2022-October-13;otc;2022-10-13 18:22:34;897,656337;14,079580666259908;11,0
2447;2022-October-13;TOTALS;2022-10-13 23:49:58;3221913,07686816;50535,135993189026;3640464,0
2448;2022-October-14;stock;2022-10-14 23:49:58;1981014,79136449;31201,161590640826;2041322,0
2449;2022-October-14;currency;2022-10-14 21:10:14;831616,34547;13098,032427388147;382542,0
2450;2022-October-14;futures;2022-10-14 18:49:59;168298,008943;2650,7088161602223;1014161,0
2451;2022-October-14;commodity;2022-10-14 07:00:00;nan;nan;nan
2452;2022-October-14;agro;2022-10-14 14:02:00;775,110475;12,20805987239277;83,0
2453;2022-October-14;otc;2022-10-14 16:37:03;1129,536829;17,790306906257037;5,0
2454;2022-October-14;TOTALS;2022-10-14 23:49:58;2982833,7930814903;46979,90120096785;3438113,0
2455;2022-October-17;stock;2022-10-17 23:49:58;2528953,33545389;40106,59345300337;2680771,0
2456;2022-October-17;currency;2022-10-17 21:56:08;627190,46659;9946,59439084113;363924,0
2457;2022-October-17;futures;2022-10-17 18:49:59;150011,583743;2379,029109820191;942187,0
2458;2022-October-17;commodity;2022-10-17 07:00:00;nan;nan;nan
2459;2022-October-17;agro;2022-10-17 14:12:00;786,933525;12,479954659206609;75,0
2460;2022-October-17;otc;2022-10-17 12:04:20;2,899184;0,04597807021717273;13,0
2461;2022-October-17;TOTALS;2022-10-17 23:49:58;3306945,2184958896;52444,74288639412;3986970,0
2462;2022-October-18;stock;2022-10-18 23:49:58;2537476,89675046;41083,82791022612;2442296,0
2463;2022-October-18;currency;2022-10-18 21:07:16;684170,205979;11077,275635392483;324614,0
2464;2022-October-18;futures;2022-10-18 18:49:59;135982,08795;2201,661306696199;882739,0
2465;2022-October-18;commodity;2022-10-18 07:00:00;nan;nan;nan
2466;2022-October-18;agro;2022-10-18 14:07:00;649,7796;10,520463575515597;59,0
2467;2022-October-18;otc;2022-10-18 18:03:43;536,456469;8,68566932843723;9,0
2468;2022-October-18;TOTALS;2022-10-18 23:49:58;3358815,42674846;54381,97098521876;3649717,0
2469;2022-October-19;stock;2022-10-19 23:49:58;2366315,8825219697;38349,970220701194;2435446,0
2470;2022-October-19;currency;2022-10-19 21:04:58;668546,936009;10834,882729080502;322753,0
2471;2022-October-19;futures;2022-10-19 18:49:59;148997,814758;2414,75020352267;997215,0
2472;2022-October-19;commodity;2022-10-19 07:00:00;nan;nan;nan
2473;2022-October-19;agro;2022-10-19 14:02:00;574,36445;9,308503448767649;42,0
2474;2022-October-19;otc;2022-10-19 17:50:25;405,976656;6,579507318907285;4,0
2475;2022-October-19;TOTALS;2022-10-19 23:49:58;3184840,9743949696;51615,49116407204;3755460,0
2476;2022-October-20;stock;2022-10-20 23:49:58;2384098,15423145;38708,86182498032;2263145,0
2477;2022-October-20;currency;2022-10-20 21:06:16;637023,297506;10342,88238455606;317178,0
2478;2022-October-20;futures;2022-10-20 18:49:59;143591,233805;2331,3860709849732;922906,0
2479;2022-October-20;commodity;2022-10-20 07:00:00;nan;nan;nan
2480;2022-October-20;agro;2022-10-20 13:58:22;518,43745;8,41749052207727;45,0
2481;2022-October-20;otc;2022-10-20 17:56:20;549,14235;8,916023575064337;7,0
2482;2022-October-20;TOTALS;2022-10-20 23:49:58;3165780,2653424502;51400,463794618496;3503281,0
2483;2022-October-21;stock;2022-10-21 23:49:58;2369789,1598055097;38532,029303296964;2331488,0
2484;2022-October-21;currency;2022-10-21 20:58:28;697180,886099;11335,942787024118;315436,0
2485;2022-October-21;futures;2022-10-21 18:49:59;142708,346271;2320,393001034116;947228,0
2486;2022-October-21;commodity;2022-10-21 07:00:00;nan;nan;nan
2487;2022-October-21;agro;2022-10-21 13:37:48;588,427775;9,567651271995292;39,0
2488;2022-October-21;otc;2022-10-21 17:11:48;35,031104;0,5695947760878542;8,0
