;Year;Month;Day;Name;CountTrades(K);OpenPrice;LowPrice;HighPrice;ClosePrice;WAPrice;VOLUMERUB
13;Год: 2021;Месяц: 9;День: 23;Доллар США-российский рубль__CETS;40.135;72,655;72,5625;73,27;72,8425;72,7424;197161681775.0
1;Год: 2021;Месяц: 9;День: 20;Евро-российский рубль__CETS;7.783;85,4725;85,425;86,3325;86,08;85,9989;36920278737.5
5;Год: 2021;Месяц: 9;День: 21;Евро-российский рубль__CETS;5.871;86,08;85,5375;86,1225;85,635;85,8816;27440215885.0
9;Год: 2021;Месяц: 9;День: 22;Евро-российский рубль__CETS;6.651;85,615;85,225;85,745;85,4375;85,4223;28256150257.5
13;Год: 2021;Месяц: 9;День: 23;Евро-российский рубль__CETS;6.746;85,4275;85,09;85,575;85,51;85,2887;30497858527.5
3;Год: 2021;Месяц: 9;День: 24;Юань-российский рубль__CETS;0.418;11,5173;11,255;11,5173;11,255;11,2856;1921447522.2
6;Год: 2021;Месяц: 9;День: 27;Юань-российский рубль__CETS;0.56;11,1957;11,1957;11,2575;11,2355;11,2329;2176469478.0
9;Год: 2021;Месяц: 9;День: 28;Юань-российский рубль__CETS;0.633;11,2218;11,212;11,29;11,258;11,2377;2986792913.9
5;Год: 2021;Месяц: 9;День: 24;Доллар США-российский рубль__CETS;34.741;72,8425;72,705;73,0875;72,7225;72,9346;159377642125.0
9;Год: 2021;Месяц: 9;День: 27;Доллар США-российский рубль__CETS;35.03;72,81;72,44;72,82;72,53;72,6059;126508578330.0
13;Год: 2021;Месяц: 9;День: 28;Доллар США-российский рубль__CETS;43.658;72,5475;72,4;73,03;72,795;72,6718;199778686095.0
5;Год: 2021;Месяц: 9;День: 24;Евро-российский рубль__CETS;6.643;85,4525;85,19;85,75;85,23;85,5254;27446139747.5
9;Год: 2021;Месяц: 9;День: 27;Евро-российский рубль__CETS;8.905;85,23;84,77;85,445;84,8;84,9796;35871165715.0
13;Год: 2021;Месяц: 9;День: 28;Евро-российский рубль__CETS;7.563;84,8;84,5775;85,305;85,095;84,8422;40276731397.5
3;Год: 2021;Месяц: 9;День: 29;Юань-российский рубль__CETS;0.448;11,2618;11,238;11,275;11,2575;11,2536;1887206392.2
6;Год: 2021;Месяц: 9;День: 30;Юань-российский рубль__CETS;0.485;11,2635;11,24;11,3095;11,298;11,2588;1977694363.3
9;Год: 2021;Месяц: 10;День: 1;Юань-российский рубль__CETS;0.406;11,3059;11,2941;11,385;11,3225;11,3565;1161598089.7
5;Год: 2021;Месяц: 9;День: 29;Доллар США-российский рубль__CETS;37.692;72,77;72,62;72,945;72,84;72,7839;162166728440.0
9;Год: 2021;Месяц: 9;День: 30;Доллар США-российский рубль__CETS;38.898;72,76;72,585;72,96;72,735;72,7611;181630342287.5
13;Год: 2021;Месяц: 10;День: 1;Доллар США-российский рубль__CETS;46.886;72,8775;72,655;73,245;72,73;72,9599;218882544830.0
5;Год: 2021;Месяц: 9;День: 29;Евро-российский рубль__CETS;8.53;85,035;84,4825;85,3;84,5;84,8065;49640644715.0
9;Год: 2021;Месяц: 9;День: 30;Евро-российский рубль__CETS;8.51;84,5775;84,0975;84,5775;84,11;84,3185;36614460217.5
13;Год: 2021;Месяц: 10;День: 1;Евро-российский рубль__CETS;7.123;84,305;84,2575;84,855;84,29;84,5699;34154752702.5
0;Год: 2021;Месяц: 10;День: 4;Юань-российский рубль__CETS;0.412;11,3;11,24;11,3229;11,2545;11,3042;1037318228.2
3;Год: 2021;Месяц: 10;День: 5;Юань-российский рубль__CETS;0.442;11,2629;11,22;11,282;11,2235;11,2628;881617372.0
6;Год: 2021;Месяц: 10;День: 6;Юань-российский рубль__CETS;0.448;11,237;11,2;11,252;11,2275;11,232;1061000485.1
9;Год: 2021;Месяц: 10;День: 7;Юань-российский рубль__CETS;0.546;11,224;11,116;11,23;11,121;11,1968;1099332331.9
12;Год: 2021;Месяц: 10;День: 8;Юань-российский рубль__CETS;0.503;11,1324;11,1175;11,1704;11,1535;11,1546;1305660008.1
1;Год: 2021;Месяц: 10;День: 4;Доллар США-российский рубль__CETS;43.605;72,97;72,4075;73,005;72,51;72,7274;161866862377.5
5;Год: 2021;Месяц: 10;День: 5;Доллар США-российский рубль__CETS;41.964;72,5475;72,2725;72,685;72,37;72,5352;155501754095.0
9;Год: 2021;Месяц: 10;День: 6;Доллар США-российский рубль__CETS;43.392;72,38;72,3375;72,7275;72,39;72,5377;188206254985.0
13;Год: 2021;Месяц: 10;День: 7;Доллар США-российский рубль__CETS;63.921;72,3975;71,6675;72,475;71,7;72,0243;208205133242.5
17;Год: 2021;Месяц: 10;День: 8;Доллар США-российский рубль__CETS;43.677;71,75;71,65;72,0625;71,875;71,9054;171722051435.0
1;Год: 2021;Месяц: 10;День: 4;Евро-российский рубль__CETS;6.823;84,5175;84,145;84,7975;84,25;84,5124;31865645850.0
5;Год: 2021;Месяц: 10;День: 5;Евро-российский рубль__CETS;7.342;84,25;83,86;84,3025;83,985;84,1175;28097669482.5
9;Год: 2021;Месяц: 10;День: 6;Евро-российский рубль__CETS;7.587;83,94;83,5025;84,0125;83,65;83,7598;33233536080.0
13;Год: 2021;Месяц: 10;День: 7;Евро-российский рубль__CETS;9.657;83,6675;82,82;83,75;82,82;83,2903;31841046337.5
17;Год: 2021;Месяц: 10;День: 8;Евро-российский рубль__CETS;6.82;82,875;82,84;83,315;83,1425;83,1473;26225668170.0
3;Год: 2021;Месяц: 10;День: 11;Юань-российский рубль__CETS;0.446;11,15;11,1;11,1539;11,1148;11,1218;1204263312.7
6;Год: 2021;Месяц: 10;День: 12;Юань-российский рубль__CETS;0.464;11,1292;11,115;11,1589;11,135;11,1316;1919819019.7
9;Год: 2021;Месяц: 10;День: 13;Юань-российский рубль__CETS;0.615;11,139;11,1325;11,2205;11,1985;11,1504;2559604375.7
5;Год: 2021;Месяц: 10;День: 11;Доллар США-российский рубль__CETS;41.587;71,875;71,555;71,9;71,865;71,6689;150900641915.0
9;Год: 2021;Месяц: 10;День: 12;Доллар США-российский рубль__CETS;39.012;71,865;71,73;71,9975;71,805;71,8704;180563440007.5
13;Год: 2021;Месяц: 10;День: 13;Доллар США-российский рубль__CETS;40.997;71,8175;71,75;72,135;71,97;71,9026;181591563392.5
5;Год: 2021;Месяц: 10;День: 11;Евро-российский рубль__CETS;6.22;83,1425;82,7525;83,1975;83,0275;82,9156;25140492702.5
9;Год: 2021;Месяц: 10;День: 12;Евро-российский рубль__CETS;11.231;83,0325;82,77;83,1825;82,825;83,0615;74320273612.5
13;Год: 2021;Месяц: 10;День: 13;Евро-российский рубль__CETS;8.134;82,95;82,91;83,51;83,475;83,1058;40834093537.5
3;Год: 2021;Месяц: 10;День: 14;Юань-российский рубль__CETS;0.599;11,1736;11,0824;11,1899;11,095;11,1581;1752775655.7
6;Год: 2021;Месяц: 10;День: 15;Юань-российский рубль__CETS;0.445;11,0863;11,0225;11,1091;11,0445;11,0742;1424445526.0
9;Год: 2021;Месяц: 10;День: 18;Юань-российский рубль__CETS;0.301;11,0397;11,032;11,1006;11,0935;11,08;757882682.5
5;Год: 2021;Месяц: 10;День: 14;Доллар США-российский рубль__CETS;47.831;71,97;71,3275;71,97;71,345;71,6161;170072847547.5
9;Год: 2021;Месяц: 10;День: 15;Доллар США-российский рубль__CETS;47.616;71,365;70,905;71,4475;71,025;71,1929;157796250480.0
13;Год: 2021;Месяц: 10;День: 18;Доллар США-российский рубль__CETS;32.735;71,025;70,935;71,3825;71,2875;71,2497;130832357195.0
5;Год: 2021;Месяц: 10;День: 14;Евро-российский рубль__CETS;7.585;83,5;82,72;83,5;82,72;83,0893;36436500757.5
9;Год: 2021;Месяц: 10;День: 15;Евро-российский рубль__CETS;7.54;82,8025;82,25;82,92;82,39;82,6237;29555396982.5
13;Год: 2021;Месяц: 10;День: 18;Евро-российский рубль__CETS;6.568;82,39;82,1475;82,845;82,7;82,6164;31871429967.5
3;Год: 2021;Месяц: 10;День: 19;Юань-российский рубль__CETS;0.31;11,0989;11,0668;11,1325;11,1185;11,1023;1019769121.2
6;Год: 2021;Месяц: 10;День: 20;Юань-российский рубль__CETS;0.326;11,1047;11,075;11,1301;11,0802;11,1109;691722814.0
9;Год: 2021;Месяц: 10;День: 21;Юань-российский рубль__CETS;0.357;11,1008;11,0925;11,15;11,1205;11,1223;1142334420.8
12;Год: 2021;Месяц: 10;День: 22;Юань-российский рубль__CETS;0.683;11,1147;10,9699;11,1259;11,011;11,0533;2155130914.5
5;Год: 2021;Месяц: 10;День: 19;Доллар США-российский рубль__CETS;40.459;71,25;70,8125;71,25;70,8525;70,9364;146738683630.0
9;Год: 2021;Месяц: 10;День: 20;Доллар США-российский рубль__CETS;35.173;70,87;70,7825;71,1475;70,8025;70,9893;134835110407.5
13;Год: 2021;Месяц: 10;День: 21;Доллар США-российский рубль__CETS;37.324;70,855;70,805;71,305;71,095;71,1053;170359637757.5
17;Год: 2021;Месяц: 10;День: 22;Доллар США-российский рубль__CETS;60.241;71,38;69,815;73,725;70,3375;70,4662;216182478617.5
5;Год: 2021;Месяц: 10;День: 19;Евро-российский рубль__CETS;5.617;82,755;82,43;82,85;82,43;82,6568;28274924470.0
9;Год: 2021;Месяц: 10;День: 20;Евро-российский рубль__CETS;6.038;82,65;82,495;82,805;82,5125;82,5987;31153246527.5
13;Год: 2021;Месяц: 10;День: 21;Евро-российский рубль__CETS;7.015;82,5125;82,5125;82,9925;82,655;82,7821;37809081732.5
17;Год: 2021;Месяц: 10;День: 22;Евро-российский рубль__CETS;9.252;82,45;81,2825;82,7425;81,87;82,0452;40141494710.0
0;Год: 2021;Месяц: 10;День: 25;Юань-российский рубль__CETS;0.407;11,0168;10,9258;11,0571;10,933;10,9781;704598061.9
3;Год: 2021;Месяц: 10;День: 26;Юань-российский рубль__CETS;0.412;10,9127;10,859;10,9377;10,9065;10,8903;607820361.0
6;Год: 2021;Месяц: 10;День: 27;Юань-российский рубль__CETS;0.347;10,8942;10,8839;11,0529;11,0425;10,9836;1143041967.2
9;Год: 2021;Месяц: 10;День: 28;Юань-российский рубль__CETS;0.323;11,0494;10,965;11,0645;10,9905;11,016;875101363.5
1;Год: 2021;Месяц: 10;День: 25;Доллар США-российский рубль__CETS;53.181;70,3525;69,7;70,515;69,71;69,9946;182706799067.5
5;Год: 2021;Месяц: 10;День: 26;Доллар США-российский рубль__CETS;54.306;69,71;69,21;69,78;69,5025;69,482;216952121515.0
9;Год: 2021;Месяц: 10;День: 27;Доллар США-российский рубль__CETS;63.308;69,5675;69,42;70,68;70,6425;70,1761;276427334232.5
13;Год: 2021;Месяц: 10;День: 28;Доллар США-российский рубль__CETS;47.593;70,6775;70,06;70,775;70,2025;70,401;210084573250.0
1;Год: 2021;Месяц: 10;День: 25;Евро-российский рубль__CETS;9.739;82,04;80,9025;82,1025;80,9025;81,375;39575978570.0
5;Год: 2021;Месяц: 10;День: 26;Евро-российский рубль__CETS;9.59;80,9025;80,42;80,955;80,6;80,6701;46765962962.5
9;Год: 2021;Месяц: 10;День: 27;Евро-российский рубль__CETS;10.082;80,65;80,54;82,025;81,925;81,3455;43896935905.0
13;Год: 2021;Месяц: 10;День: 28;Евро-российский рубль__CETS;9.561;81,9775;81,44;82,185;82,05;81,7783;49656931045.0
3;Год: 2021;Месяц: 10;День: 29;Юань-российский рубль__CETS;0.308;10,9984;10,9895;11,0809;11,068;11,0386;906145709.4
6;Год: 2021;Месяц: 11;День: 1;Юань-российский рубль__CETS;0.429;10,8458;10,8458;11,1989;11,194;11,0975;967523711.2
9;Год: 2021;Месяц: 11;День: 2;Юань-российский рубль__CETS;0.373;11,1816;11,165;11,26;11,1769;11,2092;1163159726.4
5;Год: 2021;Месяц: 10;День: 29;Доллар США-российский рубль__CETS;49.851;70,2025;70,195;71,02;70,955;70,6559;209911095577.5
9;Год: 2021;Месяц: 11;День: 1;Доллар США-российский рубль__CETS;44.725;71,34;70,725;71,6625;71,56;71,1157;160649274027.5
13;Год: 2021;Месяц: 11;День: 2;Доллар США-российский рубль__CETS;41.166;71,56;71,38;72,0125;71,5025;71,6888;168825296770.0
5;Год: 2021;Месяц: 10;День: 29;Евро-российский рубль__CETS;7.876;82,0725;81,86;82,45;81,92;82,195;37020304502.5
9;Год: 2021;Месяц: 11;День: 1;Евро-российский рубль__CETS;6.886;82,0375;81,825;83,1;82,93;82,271;26395075107.5
13;Год: 2021;Месяц: 11;День: 2;Евро-российский рубль__CETS;7.436;82,94;82,8;83,5125;82,8;83,1135;33666708105.0
3;Год: 2021;Месяц: 11;День: 3;Юань-российский рубль__CETS;0.405;11,3583;11,1253;11,41;11,38;11,2218;1093745261.9
6;Год: 2021;Месяц: 11;День: 5;Юань-российский рубль__CETS;0.257;11,4799;11,1;11,4799;11,1485;11,1678;269390325.9
5;Год: 2021;Месяц: 11;День: 3;Доллар США-российский рубль__CETS;55.234;71,5;71,33;72,255;71,73;71,8983;237481294492.5
9;Год: 2021;Месяц: 11;День: 5;Доллар США-российский рубль__CETS;36.498;71,545;71,0275;71,9725;71,255;71,4393;82394491475.0
5;Год: 2021;Месяц: 11;День: 3;Евро-российский рубль__CETS;9.583;83,0475;82,6575;83,73;83,26;83,2331;44153229792.5
9;Год: 2021;Месяц: 11;День: 5;Евро-российский рубль__CETS;6.567;82,99;81,85;83,155;82,5;82,488;12122268932.5
0;Год: 2021;Месяц: 11;День: 8;Юань-российский рубль__CETS;0.426;11,143;11,1267;11,1812;11,156;11,1664;1849390957.2
3;Год: 2021;Месяц: 11;День: 9;Юань-российский рубль__CETS;0.345;11,1559;11,0631;11,1604;11,0756;11,1306;1191988378.0
6;Год: 2021;Месяц: 11;День: 10;Юань-российский рубль__CETS;0.513;11,0914;11,0333;11,147;11,1345;11,079;1418882498.2
9;Год: 2021;Месяц: 11;День: 11;Юань-российский рубль__CETS;0.472;11,1505;11,0912;11,23;11,2;11,1256;1104568038.5
12;Год: 2021;Месяц: 11;День: 12;Юань-российский рубль__CETS;0.974;11,318;11,1956;11,48;11,35;11,2813;4666262273.4
1;Год: 2021;Месяц: 11;День: 8;Доллар США-российский рубль__CETS;38.911;71,255;71,1225;71,5275;71,2025;71,3592;149413192577.5
5;Год: 2021;Месяц: 11;День: 9;Доллар США-российский рубль__CETS;43.399;71,2025;70,655;71,36;70,755;70,9639;174310575527.5
9;Год: 2021;Месяц: 11;День: 10;Доллар США-российский рубль__CETS;49.279;70,755;70,51;71,35;71,3;70,805;207243821875.0
13;Год: 2021;Месяц: 11;День: 11;Доллар США-российский рубль__CETS;47.932;71,37;70,9675;71,79;71,63;71,2062;186006342065.0
17;Год: 2021;Месяц: 11;День: 12;Доллар США-российский рубль__CETS;89.227;71,61;71,5;73,22;72,8875;72,2843;386143165380.0
1;Год: 2021;Месяц: 11;День: 8;Евро-российский рубль__CETS;6.852;82,5;82,25;82,73;82,43;82,5547;31915215380.0
5;Год: 2021;Месяц: 11;День: 9;Евро-российский рубль__CETS;7.051;82,63;81,895;82,76;81,9;82,3122;35353931440.0
9;Год: 2021;Месяц: 11;День: 10;Евро-российский рубль__CETS;6.846;81,9875;81,5625;82,14;81,6425;81,7968;37218912437.5
13;Год: 2021;Месяц: 11;День: 11;Евро-российский рубль__CETS;7.18;81,9075;81,3325;82,19;81,9675;81,6099;30645404550.0
17;Год: 2021;Месяц: 11;День: 12;Евро-российский рубль__CETS;12.524;81,765;81,765;83,78;83,2725;82,7187;51792233640.0
3;Год: 2021;Месяц: 11;День: 15;Юань-российский рубль__CETS;0.387;11,3844;11,2966;11,422;11,3665;11,3564;690301540.5
6;Год: 2021;Месяц: 11;День: 16;Юань-российский рубль__CETS;0.414;11,3769;11,3606;11,49;11,445;11,4093;998201661.4
9;Год: 2021;Месяц: 11;День: 17;Юань-российский рубль__CETS;0.381;11,184;11,184;11,5145;11,3885;11,3963;1231635519.9
5;Год: 2021;Месяц: 11;День: 15;Доллар США-российский рубль__CETS;59.993;72,72;72,005;72,85;72,5;72,411;253684989927.5
9;Год: 2021;Месяц: 11;День: 16;Доллар США-российский рубль__CETS;62.061;72,01;71,1525;73,5025;73,13;72,9744;253857702917.5
13;Год: 2021;Месяц: 11;День: 17;Доллар США-российский рубль__CETS;56.297;73,185;72,3225;73,295;72,5;72,6848;222647018180.0
5;Год: 2021;Месяц: 11;День: 15;Евро-российский рубль__CETS;9.549;83,165;82,3525;83,5725;82,38;82,8529;40301731747.5
9;Год: 2021;Месяц: 11;День: 16;Евро-российский рубль__CETS;9.3;81,98;81,83;83,42;82,7175;82,8131;42904894237.5
13;Год: 2021;Месяц: 11;День: 17;Евро-российский рубль__CETS;9.821;82,545;81,8;82,835;81,8675;82,2175;39901700532.5
3;Год: 2021;Месяц: 11;День: 18;Юань-российский рубль__CETS;0.33;11,3994;11,366;11,4836;11,451;11,4156;936155710.9
6;Год: 2021;Месяц: 11;День: 19;Юань-российский рубль__CETS;0.459;11,441;11,3936;11,516;11,499;11,472;1424902174.7
9;Год: 2021;Месяц: 11;День: 22;Юань-российский рубль__CETS;0.89;11,4775;11,47;11,7562;11,6903;11,5609;4730964228.6
5;Год: 2021;Месяц: 11;День: 18;Доллар США-российский рубль__CETS;50.592;72,64;72,44;73,3725;73,05;72,9493;217102363367.5
9;Год: 2021;Месяц: 11;День: 19;Доллар США-российский рубль__CETS;68.163;73,05;72,6925;73,6775;73,445;73,2279;297912444775.0
13;Год: 2021;Месяц: 11;День: 22;Доллар США-российский рубль__CETS;90.519;73,4525;73,16;75,075;74,82;74,3353;336574113462.5
5;Год: 2021;Месяц: 11;День: 18;Евро-российский рубль__CETS;8.482;82,03;82,0275;83,2075;82,86;82,6637;37339604302.5
9;Год: 2021;Месяц: 11;День: 19;Евро-российский рубль__CETS;9.447;82,985;82,385;83,165;83,015;82,7815;41993241275.0
13;Год: 2021;Месяц: 11;День: 22;Евро-российский рубль__CETS;11.079;83,02;82,4975;84,54;83,85;83,7803;43537114610.0
3;Год: 2021;Месяц: 11;День: 23;Юань-российский рубль__CETS;0.587;11,739;11,597;11,777;11,6275;11,7223;1726509143.3
6;Год: 2021;Месяц: 11;День: 24;Юань-российский рубль__CETS;0.452;11,6261;11,5995;11,7275;11,716;11,6598;1464998671.7
9;Год: 2021;Месяц: 11;День: 25;Юань-российский рубль__CETS;0.32;11,7999;11,6621;11,7999;11,6906;11,6864;1356681593.5
12;Год: 2021;Месяц: 11;День: 26;Юань-российский рубль__CETS;0.491;11,766;11,7565;11,8678;11,8105;11,816;903053013.5
5;Год: 2021;Месяц: 11;День: 23;Доллар США-российский рубль__CETS;80.676;74,8875;74,0525;75,2925;74,27;74,8627;345255784670.0
9;Год: 2021;Месяц: 11;День: 24;Доллар США-российский рубль__CETS;57.444;74,25;74,11;75,045;74,99;74,6012;256956826387.5
13;Год: 2021;Месяц: 11;День: 25;Доллар США-российский рубль__CETS;31.873;74,82;74,49;74,925;74,68;74,6375;143354968245.0
17;Год: 2021;Месяц: 11;День: 26;Доллар США-российский рубль__CETS;74.769;74,8875;74,82;75,9225;75,605;75,5264;302682895645.0
5;Год: 2021;Месяц: 11;День: 23;Евро-российский рубль__CETS;10.276;84,1675;83,43;84,68;83,5;84,2059;48118259242.5
9;Год: 2021;Месяц: 11;День: 24;Евро-российский рубль__CETS;6.627;83,4375;83,3175;84,0025;83,94;83,6917;35296891457.5
13;Год: 2021;Месяц: 11;День: 25;Евро-российский рубль__CETS;4.049;83,95;83,555;83,95;83,745;83,7529;23619151132.5
17;Год: 2021;Месяц: 11;День: 26;Евро-российский рубль__CETS;11.126;84,075;84,0;85,69;85,5;85,1086;47009408607.5
0;Год: 2021;Месяц: 11;День: 29;Юань-российский рубль__CETS;0.457;11,715;11,629;11,784;11,6875;11,7377;830820551.5
3;Год: 2021;Месяц: 11;День: 30;Юань-российский рубль__CETS;0.467;11,6706;11,624;11,7814;11,6395;11,7166;823170109.0
6;Год: 2021;Месяц: 12;День: 1;Юань-российский рубль__CETS;0.45;11,6185;11,5775;11,7851;11,655;11,606;1268026001.9
9;Год: 2021;Месяц: 12;День: 2;Юань-российский рубль__CETS;0.31;11,6444;11,5366;11,6559;11,57;11,5922;569441675.6
1;Год: 2021;Месяц: 11;День: 29;Доллар США-российский рубль__CETS;61.218;74,805;74,2425;75,255;74,6;74,7739;247360097422.5
5;Год: 2021;Месяц: 11;День: 30;Доллар США-российский рубль__CETS;75.339;74,54;73,9675;75,12;74,065;74,5814;337809195587.5
9;Год: 2021;Месяц: 12;День: 1;Доллар США-российский рубль__CETS;60.587;74,07;73,7;74,3875;74,2775;73,9288;252978477192.5
13;Год: 2021;Месяц: 12;День: 2;Доллар США-российский рубль__CETS;55.876;74,75;73,5225;74,75;73,64;73,8571;216763976702.5
1;Год: 2021;Месяц: 11;День: 29;Евро-российский рубль__CETS;10.481;84,3475;83,6825;85,0;84,1875;84,355;43621088485.0
5;Год: 2021;Месяц: 11;День: 30;Евро-российский рубль__CETS;11.137;84,4;83,5575;85,225;83,9;84,5863;51715473360.0
9;Год: 2021;Месяц: 12;День: 1;Евро-российский рубль__CETS;8.563;83,91;83,45;84,235;83,68;83,7405;40191742587.5
13;Год: 2021;Месяц: 12;День: 2;Евро-российский рубль__CETS;9.129;84,15;83,21;84,1525;83,3;83,6318;38376055995.0
3;Год: 2021;Месяц: 12;День: 3;Юань-российский рубль__CETS;0.329;11,5824;11,52;11,6024;11,59;11,5587;671907380.9
6;Год: 2021;Месяц: 12;День: 6;Юань-российский рубль__CETS;0.351;11,5724;11,5301;11,67;11,6625;11,5674;1199385516.1
9;Год: 2021;Месяц: 12;День: 7;Юань-российский рубль__CETS;0.361;11,92;11,5558;11,92;11,64;11,6657;1245298514.5
5;Год: 2021;Месяц: 12;День: 3;Доллар США-российский рубль__CETS;44.194;73,8425;73,3;73,98;73,8325;73,6741;179805168722.5
9;Год: 2021;Месяц: 12;День: 6;Доллар США-российский рубль__CETS;52.519;73,8;73,5025;74,4525;74,31;73,8243;242968769545.0
13;Год: 2021;Месяц: 12;День: 7;Доллар США-российский рубль__CETS;58.932;74,63;73,8425;74,635;74,06;74,2944;265608290760.0
5;Год: 2021;Месяц: 12;День: 3;Евро-российский рубль__CETS;8.301;83,5;83,0;83,725;83,265;83,2276;34807926120.0
9;Год: 2021;Месяц: 12;День: 6;Евро-российский рубль__CETS;7.686;83,16;83,0075;83,98;83,87;83,3953;38493112795.0
13;Год: 2021;Месяц: 12;День: 7;Евро-российский рубль__CETS;8.388;83,685;83,05;84,1725;83,2;83,6944;41156531992.5
3;Год: 2021;Месяц: 12;День: 8;Юань-российский рубль__CETS;0.334;11,6349;11,5876;11,6562;11,5876;11,6132;1360884485.4
6;Год: 2021;Месяц: 12;День: 9;Юань-российский рубль__CETS;0.308;11,6049;11,5247;11,75;11,56;11,5916;848213400.1
9;Год: 2021;Месяц: 12;День: 10;Юань-российский рубль__CETS;0.284;11,5849;11,498;11,588;11,5;11,5275;652063310.7
5;Год: 2021;Месяц: 12;День: 8;Доллар США-российский рубль__CETS;46.93;73,97;73,51;74,055;73,5875;73,7286;202418017852.5
9;Год: 2021;Месяц: 12;День: 9;Доллар США-российский рубль__CETS;39.819;73,6475;73,47;73,77;73,685;73,6554;184746167367.5
13;Год: 2021;Месяц: 12;День: 10;Доллар США-российский рубль__CETS;41.185;73,655;73,2625;73,79;73,3725;73,4863;170928906010.0
5;Год: 2021;Месяц: 12;День: 8;Евро-российский рубль__CETS;7.805;83,4775;82,95;83,61;83,43;83,288;39866485595.0
9;Год: 2021;Месяц: 12;День: 9;Евро-российский рубль__CETS;9.034;83,43;82,98;83,47;83,24;83,3247;42162274305.0
13;Год: 2021;Месяц: 12;День: 10;Евро-российский рубль__CETS;7.546;83,27;82,6;83,3675;82,755;82,9235;37013747017.5
0;Год: 2021;Месяц: 12;День: 13;Юань-российский рубль__CETS;0.376;11,5299;11,506;11,5649;11,5375;11,5306;772897682.7
3;Год: 2021;Месяц: 12;День: 14;Юань-российский рубль__CETS;0.408;11,5499;11,5254;11,5974;11,575;11,5409;1979365656.9
6;Год: 2021;Месяц: 12;День: 15;Юань-российский рубль__CETS;0.473;11,5926;11,561;11,659;11,57;11,592;2939104616.5
9;Год: 2021;Месяц: 12;День: 16;Юань-российский рубль__CETS;0.343;11,5649;11,51;11,58;11,565;11,5422;1550978821.9
12;Год: 2021;Месяц: 12;День: 17;Юань-российский рубль__CETS;0.289;11,5651;11,51;11,6349;11,61;11,5591;1046026451.9
1;Год: 2021;Месяц: 12;День: 13;Доллар США-российский рубль__CETS;44.254;73,4375;73,2475;73,705;73,4975;73,4557;171145281075.0
5;Год: 2021;Месяц: 12;День: 14;Доллар США-российский рубль__CETS;41.851;73,4975;73,405;73,91;73,8;73,5643;171057518150.0
9;Год: 2021;Месяц: 12;День: 15;Доллар США-российский рубль__CETS;47.218;73,8;73,6625;74,375;73,71;73,8896;192515851227.5
13;Год: 2021;Месяц: 12;День: 16;Доллар США-российский рубль__CETS;42.384;73,7;73,345;73,865;73,7525;73,5402;172346534582.5
17;Год: 2021;Месяц: 12;День: 17;Доллар США-российский рубль__CETS;44.296;73,75;73,56;74,27;74,13;73,8625;202634627297.5
1;Год: 2021;Месяц: 12;День: 13;Евро-российский рубль__CETS;7.689;82,965;82,6425;83,245;82,93;82,8818;37292004785.0
5;Год: 2021;Месяц: 12;День: 14;Евро-российский рубль__CETS;7.005;82,9375;82,74;83,32;83,06;83,0621;29823532730.0
9;Год: 2021;Месяц: 12;День: 15;Евро-российский рубль__CETS;8.544;83,1325;83,0425;83,75;83,11;83,2387;39123832827.5
13;Год: 2021;Месяц: 12;День: 16;Евро-российский рубль__CETS;8.33;83,135;82,9125;83,71;83,575;83,2012;41676307467.5
17;Год: 2021;Месяц: 12;День: 17;Евро-российский рубль__CETS;9.026;83,58;83,33;83,9;83,33;83,5453;56502276507.5
3;Год: 2021;Месяц: 12;День: 20;Юань-российский рубль__CETS;0.762;11,5501;11,5501;11,785;11,6175;11,6273;6235816513.1
6;Год: 2021;Месяц: 12;День: 21;Юань-российский рубль__CETS;0.33;11,6149;11,56;11,6199;11,6;11,5821;1670711329.4
9;Год: 2021;Месяц: 12;День: 22;Юань-российский рубль__CETS;0.356;11,6151;11,5356;11,6199;11,565;11,5669;1456409964.7
5;Год: 2021;Месяц: 12;День: 20;Доллар США-российский рубль__CETS;42.872;74,3;74,055;74,5;74,145;74,2478;188114468147.5
9;Год: 2021;Месяц: 12;День: 21;Доллар США-российский рубль__CETS;41.884;74,065;73,72;74,13;73,9525;73,9501;199878002622.5
13;Год: 2021;Месяц: 12;День: 22;Доллар США-российский рубль__CETS;41.809;74,5;73,6;74,5;73,74;73,7959;164090416747.5
5;Год: 2021;Месяц: 12;День: 20;Евро-российский рубль__CETS;7.746;83,4275;83,4275;84,0;83,58;83,6742;39587094852.5
9;Год: 2021;Месяц: 12;День: 21;Евро-российский рубль__CETS;6.296;83,58;83,2075;83,67;83,335;83,4694;35109802105.0
13;Год: 2021;Месяц: 12;День: 22;Евро-российский рубль__CETS;9.705;83,5675;82,9525;83,6475;83,55;83,3358;50858749655.0
3;Год: 2021;Месяц: 12;День: 23;Юань-российский рубль__CETS;0.334;11,5599;11,487;11,5599;11,51;11,5203;1337664441.6
6;Год: 2021;Месяц: 12;День: 24;Юань-российский рубль__CETS;0.33;11,5124;11,4763;11,5724;11,56;11,5107;1045092605.1
9;Год: 2021;Месяц: 12;День: 27;Юань-российский рубль__CETS;0.334;11,5449;11,47;11,5512;11,52;11,5141;2175072946.2
5;Год: 2021;Месяц: 12;День: 23;Доллар США-российский рубль__CETS;45.612;73,61;73,185;73,67;73,3;73,4233;187854561902.5
